ch0,ch1,ch2,ch3,ch4
1.4348,0.14387,-0.63317,-2.7705,-1.2218
-5.5547,-2.8299,1.7241,-1.621,1.2772
-2.4568,-1.5771,2.9089,0.49209,0.16395
0.36077,0.93195,-0.855,-0.42351,-4.8668
0.53704,2.9665,0.22838,0.72066,-1.4386
1.9905,1.3342,-1.2105,-0.14626,2.1121
0.77195,-1.8856,-1.3635,-0.30366,3.5403
0.12797,-1.2636,-0.66711,1.1882,3.5027
1.776,0.27467,3.2226,4.3185,0.58087
-2.5344,0.94403,-0.32212,4.0325,-2.2099
-7.411,-1.1772,-1.1645,0.40392,-2.1599
-4.7563,-2.6048,-1.0878,-2.022,1.0565
-3.5205,0.28729,2.8791,0.70243,2.7142
-2.5037,2.342,1.4062,2.2568,2.2007
-3.4314,-0.57909,1.4498,-0.48657,-0.11364
-0.29093,-1.5431,2.1434,3.3157,-3.6848
-1.936,-4.9441,2.9769,0.55166,-1.4433
-0.54236,-1.2439,-0.72976,4.1761,0.021049
0.10704,-0.79001,-0.73387,4.0578,-0.16551
1.2482,-0.89169,-0.47822,-0.70302,-4.37
-0.59346,3.9905,-0.028239,-3.7773,-1.9128
5.6885,6.2475,1.4497,0.9852,2.4815
5.7082,0.51903,1.8261,-0.27252,-0.21499
-1.186,-2.5805,-1.7902,2.226,-0.91439
-4.3497,-1.3768,-3.3834,-2.0563,-2.1882
1.6898,-0.15073,-3.5367,-4.0546,-3.5118
3.261,-0.64268,0.61534,-3.1002,-1.1636
0.54002,3.1733,1.0787,-1.3632,0.36024
4.5891,1.748,0.90064,-0.54033,2.9886
6.8894,0.47853,-2.6732,1.8528,2.6327
-0.87905,0.54228,-1.455,0.8062,3.8706
-1.3822,-0.35422,0.54809,-1.5028,-1.1794
1.0276,-1.6563,0.32873,-2.5098,-1.3224
-0.92461,-3.3687,-2.4943,-0.4029,-0.54473
-4.7971,0.51067,-2.2508,-1.775,3.8558
1.6909,0.87905,0.031576,-1.1278,6.0318
2.8166,1.7229,2.1836,0.16321,-2.1691
-3.2761,0.24229,2.5831,0.8542,-4.9947
-5.1016,-2.6997,3.0455,0.74936,0.48205
-2.2657,-0.446,-1.553,-3.0597,3.4414
1.7236,0.14281,2.5031,2.4628,-1.4261
1.8436,0.44501,0.5003,-0.12362,-0.67886
2.5949,0.68424,-1.7648,-1.466,2.7782
2.2066,0.59245,0.79096,-0.08405,1.0216
0.25392,1.0441,1.0197,0.17399,-0.33916
-1.8457,0.44263,-0.060363,1.8329,-1.4412
1.0177,-0.58642,1.4387,2.4678,-0.73722
-2.2717,-2.3116,-2.5575,-0.94447,-1.5261
-3.8041,-1.5503,-4.7926,-2.2488,-3.5898
-0.17325,2.028,-1.7885,0.19865,-2.1989
1.4068,1.4769,2.9615,5.2462,2.585
-1.092,-1.0345,3.4869,3.82,0.5087
-2.2685,-1.4147,1.1168,-0.95033,-1.1882
-2.7835,-0.71197,0.094259,-1.4538,-4.5688
0.30814,-2.35,0.19957,0.77532,0.87665
-0.76792,0.12168,1.5786,3.7556,2.8208
0.43648,0.22778,0.82424,0.69116,2.0873
0.11149,-0.83683,-4.8627,-0.1408,-0.40867
1.8755,-1.9764,-4.7702,0.62903,1.8595
1.145,2.0697,-1.0731,-0.64519,-0.14795
0.80895,2.3547,-1.9513,-1.6416,1.8177
1.6011,2.2557,-1.4675,-3.0262,4.1514
-0.15094,-0.47939,-0.076704,-2.2623,-1.1591
0.55804,-0.46637,-0.58431,-1.4874,3.5134
2.2661,0.10434,0.43277,-0.93168,3.6984
-0.37792,-0.78251,1.3683,-1.4825,-2.8632
3.3786,0.33734,5.1285,1.3024,-2.366
1.2043,1.1931,2.5298,0.36965,-0.34099
0.61279,-1.3246,-2.6525,-0.59736,-2.1046
-0.51342,-0.26384,2.5934,-1.9476,-0.9849
-0.053116,0.47943,-0.054788,-2.8394,-0.91771
-0.092316,2.9582,-1.547,0.14072,1.8275
0.43244,2.3299,-0.96788,1.0833,3.7646
0.19692,1.9564,5.814,0.67268,-0.49487
2.44,3.3327,2.3132,0.82057,-3.1649
2.2257,3.2187,4.6624,3.4565,-1.527
4.9178,-0.70797,-0.34533,1.4481,-1.3497
0.38443,-1.7393,-2.9097,-3.2187,-2.3074
0.48539,-1.5674,-1.9083,-2.1002,-3.1449
2.1249,0.25295,-1.9239,0.17106,2.7367
-3.3349,0.56363,-1.8169,3.3063,4.4214
-5.8082,2.1002,-1.4995,3.1097,1.8525
-3.3781,3.0384,1.6472,-0.12394,1.3673
-1.772,0.26405,0.68893,-3.4061,-2.5362
-1.481,-0.31587,0.55606,-0.65829,-3.7178
-1.2659,-1.5761,-0.050249,-2.2552,-1.9591
-2.1145,-2.7385,-1.2102,0.86033,-2.612
-1.7553,-5.3921,-1.6059,4.8344,2.3145
-2.0599,-3.8734,-1.5353,3.6626,2.6022
-1.6427,-2.9431,1.1621,-0.88034,-5.5182
0.29662,-3.698,1.5449,-2.6698,-6.2285
-0.53211,-5.5271,0.20029,-2.3127,-0.3894
-0.0239,-5.3399,-2.0301,-2.105,-1.2529
1.0946,0.58066,-2.8315,-1.6549,-0.21464
-1.0829,1.6096,0.84866,-1.0089,4.0329
0.085165,1.9196,-0.47937,4.2988,1.8014
0.83745,-2.3339,-2.8668,4.327,-1.0073
0.2142,0.60062,-1.7697,0.9551,3.6807
0.4972,-0.076918,0.83773,4.1094,1.8307
-1.4981,0.1904,-1.4109,-0.63922,0.14645
0.27992,1.481,0.34101,-0.532,-0.85876
2.5743,0.21731,4.4521,-1.1297,-0.65177
0.69196,0.8255,5.5582,-0.3691,-1.2048
5.3715,4.9813,-0.88623,-1.6186,1.4933
2.2857,1.3948,-1.2783,-2.8535,0.55146
-1.8159,0.15402,3.3035,-0.014339,-0.076709
-2.8242,-0.047945,0.87557,-3.547,3.4235
-1.2058,2.4092,-0.66702,-3.5955,0.077732
1.679,1.6071,-0.96027,-2.8938,-3.2168
3.2133,1.0564,-0.85959,-0.99151,-0.87036
-2.7219,-1.9719,-2.9666,-1.151,-1.0048
-1.929,-1.0153,0.59486,-2.2918,0.43791
-0.24039,-2.2672,4.2183,2.4099,2.4349
0.44577,0.42998,4.147,5.4431,3.1695
0.84824,4.5742,3.5603,2.6439,-3.0486
-0.56879,-1.9262,-4.3822,-1.4317,-1.2652
0.95094,0.25994,-4.2325,0.60764,-0.098547
1.4031,1.0373,-0.053777,0.86592,0.8234
-2.2934,-0.71863,3.714,2.966,2.0224
-0.89351,-0.78089,2.4385,1.9164,2.6252
2.5048,3.1543,-0.75319,-0.15329,1.7653
4.561,1.4036,-5.2233,-0.28926,1.3372
-3.8993,1.2704,-2.9456,0.57047,-1.7641
-2.6263,-1.4437,-0.44395,0.018079,0.36675
2.2959,0.70944,1.8322,2.3572,2.7265
0.11389,1.0949,-1.6944,-0.37833,-0.3985
3.9165,1.5297,-2.4245,-2.9491,0.3234
-0.29049,-0.78363,-0.87894,0.46828,0.59822
-1.0034,-0.65942,-1.9584,5.0939,5.0769
2.8027,2.8902,-1.2603,0.035176,1.2678
-1.1377,0.25535,-0.91213,-1.8649,-1.5744
-4.5378,-2.1415,2.5876,2.8044,2.5196
-3.9767,0.13409,3.7767,3.339,0.26765
-1.0458,-0.4377,1.278,0.45134,-1.5346
-1.2465,-0.31954,1.36,-1.4751,2.1411
-1.6051,0.27804,4.1865,-1.6196,0.18994
-1.5891,-0.35344,1.8481,-1.1529,0.7295
1.2886,0.50724,-4.3414,-3.6277,-3.0844
-0.095661,4.0179,-1.5745,-1.3328,-3.1354
-0.4079,2.544,2.4807,-1.9436,-4.9787
3.4762,-0.89371,3.2391,-1.059,-2.1008
4.6093,1.3545,2.0399,0.075644,-1.3021
0.48781,-1.0666,-2.0142,-2.2495,-4.4183
2.8137,-2.8925,-1.5241,-1.6311,-2.3759
3.8255,-0.96404,-3.1567,-0.98251,0.74015
3.5988,2.4789,-1.2365,-2.2456,3.1206
-4.0146,1.6533,-1.7566,-0.32612,-0.91101
-6.6424,-1.6032,-0.48063,3.3977,-0.83693
-3.0314,-4.4687,-1.0117,2.3987,-0.18101
2.5428,-3.507,-3.7398,1.0084,1.8229
1.6249,-0.52818,-3.5823,-3.6024,-2.0856
-2.3177,-1.5756,-2.9835,-1.3704,-3.0378
-3.8325,-2.9929,-1.4162,4.1964,-2.3185
-0.79242,-4.227,3.3853,0.82652,-0.50486
-0.91993,-1.4263,2.9335,-0.74443,-2.9819
-0.4019,3.1622,0.91085,-0.6789,-2.7001
1.183,1.5259,1.1016,-1.8668,-1.4639
4.7703,0.8,2.6693,0.40939,1.7015
3.8986,-0.11186,4.5246,2.0531,2.6943
2.8315,-1.4092,0.95322,2.9597,0.43595
-3.4977,-3.7298,-2.5955,-2.0885,-2.1302
-2.9045,-1.9039,-2.6798,-1.8834,-0.7309
-0.45825,-1.6789,-3.2195,-1.8561,1.9097
0.96218,1.5108,0.024917,-0.64775,4.9926
-0.33084,0.86538,-1.2791,-0.0088215,1.5797
-1.6895,0.32816,-1.1819,-0.81887,-2.6171
-1.6134,-0.10655,-0.86127,-0.4809,0.71595
-2.7232,0.074857,0.92276,1.577,5.3631
-0.13968,0.3778,6.3519,3.5765,5.5133
7.0389,3.5552,6.5632,1.7931,3.1879
3.5094,4.7763,4.063,3.5339,0.24063
-3.16,0.10524,1.3084,-0.2924,3.1083
-2.6047,-0.45748,-4.3357,1.0013,1.5795
0.48668,-0.7053,-1.0684,-1.5159,-1.7448
1.1983,0.34311,-2.4625,-1.1415,-5.1142
2.8288,1.4883,-0.34539,0.84528,0.98587
1.4092,-1.0582,0.26542,-0.90539,-0.010456
-3.5774,2.1317,-0.13328,-0.20213,1.0283
-0.68212,3.6926,-0.45964,-0.94542,2.1511
1.0106,0.92616,-0.52921,0.51665,-5.642
1.0065,-1.5908,-0.54209,-1.1179,-3.5033
-1.947,-2.352,-1.4977,3.6537,-0.50398
-2.5261,-1.808,-0.89885,1.0629,0.076655
-0.64891,-1.5852,0.68179,-1.2339,4.3433
-0.41061,-1.6857,-0.091893,-0.97029,2.7974
3.4598,0.94222,-0.26363,2.0616,2.9856
4.7896,2.1464,1.0666,-0.076367,0.37549
0.4434,0.36,-0.62027,-0.57744,-4.6045
-1.824,1.7879,0.5008,-1.7242,-3.3858
-3.5124,-0.7679,1.5067,4.4861,-0.15463
3.8052,0.19058,-0.49388,3.852,2.7605
1.4987,0.96929,1.0858,1.7841,-0.91377
0.11526,3.0562,0.14017,-0.5697,-0.83064
-2.5597,-0.79388,0.23941,-3.4054,-4.1003
-2.8742,-2.7684,3.1515,-2.0357,-1.1199
-0.92339,0.6256,2.2342,-1.4772,1.4288
-0.61803,2.7894,0.98777,-1.4706,2.3076
1.8665,3.2397,-1.2944,-1.9149,-1.3788
-1.71,2.6215,0.06753,0.54575,0.98611
-0.81305,-0.12249,2.0467,-2.7439,-0.91385
-1.1597,0.74725,0.34694,1.8224,-1.1423
-0.28668,0.34872,2.3731,1.8126,0.62421
3.3811,0.09687,-0.60016,0.14575,0.1192
2.7982,1.4105,-2.0548,-1.6863,0.84011
3.2881,1.1689,1.3244,1.5429,3.6045
1.7682,-2.2978,1.6936,-0.044414,-0.37091
-0.79614,-4.8995,-1.3656,0.13711,-1.6938
-4.8673,-0.4779,-0.42434,1.3747,3.0631
-3.1314,-0.97054,-2.1426,-2.8561,-0.99284
-0.34343,0.49991,-0.060503,-1.2292,-1.2724
3.0344,-1.0318,1.6483,-0.54439,3.1144
-1.0747,-6.084,-3.0613,-0.46239,-1.1564
-2.6901,-6.8474,-3.0201,0.48191,-1.6077
0.70569,-2.237,1.0467,-1.073,-0.58903
-1.3722,2.363,-0.89161,1.1934,-1.2712
-2.5945,1.6681,-1.8171,-0.53342,-0.18335
-3.0048,0.86026,0.38402,-1.0433,-0.83956
-0.62788,-4.1946,-5.8512,-2.7071,-1.894
1.6069,-3.5331,-7.8394,-0.55057,-0.40437
1.0955,1.0429,-3.5509,-2.3759,0.83421
2.7902,3.015,1.3239,1.2678,2.3788
1.7964,1.1726,-0.88986,-2.0366,-1.4624
0.70176,-0.83713,-4.7888,-2.9704,-1.0181
-1.6484,-3.0905,-1.3349,-1.6266,1.4631
-0.15261,-0.14907,-1.1331,-0.8291,3.0765
2.606,-0.48798,0.19048,1.8039,-1.1129
-0.7303,-0.38014,0.19715,-0.84152,-5.5617
-0.45318,-1.0228,-1.0756,0.3901,-1.3176
0.26822,-0.48587,3.3167,6.2996,2.258
1.0926,1.5131,3.0202,2.4488,0.79479
1.0126,2.1477,0.58818,1.7563,-0.93403
4.3375,3.4078,2.0608,0.19743,0.43489
0.31491,1.7561,3.5171,-1.7213,0.65472
-3.1627,0.97903,1.6923,0.89096,1.1683
0.79702,2.6517,0.99541,-1.0002,-3.0108
3.8371,1.3136,1.9296,-1.4752,3.8108
0.36324,0.62465,0.83199,1.3206,3.7331
-0.84773,-0.30376,2.0277,-0.91619,-4.975
-1.9057,-1.99,1.5285,3.0688,-1.4076
-1.7082,0.37744,2.0681,2.7383,2.8694
3.0079,1.3947,0.88809,1.0072,2.5885
4.6728,3.07,2.5822,-0.67118,3.0527
1.4901,1.5823,5.2419,2.084,1.7352
-2.6381,-0.00080701,3.6282,3.1022,0.76326
-0.32806,4.0163,6.1674,3.5924,3.2936
1.2238,1.6709,0.92896,1.5701,1.4535
-1.7389,-0.047267,-0.054259,0.64944,-2.8508
-4.7517,2.3366,2.3047,2.1549,-3.5533
-5.7224,3.7334,-0.70801,-1.4432,0.23675
-1.2393,-0.907,-5.8775,-5.5277,-0.70282
-0.5136,-0.40549,-0.45245,-1.1783,-3.3887
-1.5695,-2.319,-1.7198,1.1914,-1.2883
-2.356,-4.1168,2.1166,2.4871,1.3049
2.4808,-3.0285,1.0942,2.3766,-0.69177
2.652,-0.26122,0.69046,1.6495,-0.064842
-1.3855,-3.2468,-1.3862,-2.2501,-1.5723
-4.0159,-3.013,-7.5012,-6.3502,-3.5589
-1.5219,-2.5958,-6.2948,-4.1208,-1.7883
-1.2368,0.8822,0.47197,-2.0047,-3.9102
-0.74303,-0.39808,-0.46842,-1.9932,-0.30591
0.7977,0.011976,-0.23705,0.49092,0.3928
-0.93328,-0.031152,-0.48614,-1.933,-1.0075
1.5033,-0.34065,-1.848,-1.5466,2.952
2.3714,0.82441,-5.7026,-1.057,2.8213
-0.20559,3.7178,-4.4071,-2.8139,-4.3662
1.441,1.7564,-0.00082474,0.57415,-4.6619
0.67457,-2.1029,1.7614,0.93059,0.85938
3.4188,0.22354,-3.1311,0.046345,1.8205
3.634,-1.3293,1.5861,0.46532,2.2528
5.7849,0.75796,-0.55367,-2.0108,3.0603
0.83685,-0.50079,-0.88921,1.1554,-0.4127
-1.6992,-1.0162,-4.0191,0.49205,0.27951
-1.3573,-2.072,-0.47876,1.6587,1.5892
-0.27011,0.14595,2.2533,0.25832,2.2326
-0.2788,0.3204,2.8062,-0.68418,0.48215
1.5025,1.3885,-4.4353,1.1544,2.0734
-0.13008,0.65911,-0.47598,-0.59117,-0.3983
-1.4075,2.174,-0.24959,3.6287,3.4786
-2.3455,4.0154,0.47461,1.1528,6.3309
0.22667,2.7116,4.5567,-1.5793,1.123
1.1218,-0.073832,5.7294,2.5732,2.6192
5.6422,0.0091321,3.893,1.6923,-1.6073
4.4238,-1.8369,-1.9368,-0.68428,-4.0882
2.5472,-0.10864,-1.5253,-2.5974,-1.936
-1.6575,-0.4993,0.76482,1.0816,-2.3117
-5.3072,-2.1281,3.2979,1.4432,-2.6823
-3.5211,3.023,2.1333,0.58137,-2.4032
-1.9213,1.8474,3.3077,4.0065,-1.2865
-2.2447,-1.1555,2.0158,0.87255,0.20304
-5.0704,-2.082,-2.3271,-3.3229,3.3314
0.14163,-3.7785,-4.2395,3.4221,3.7477
0.85093,-3.9297,-0.32601,2.4636,0.6791
-1.3085,-1.1825,-0.60088,0.38712,-2.9141
-1.6161,1.0208,0.64076,-1.6253,-2.1854
-0.023503,0.067623,0.18232,-3.0116,-1.3042
1.0932,-2.5607,-1.1571,-1.943,0.28793
1.7284,-0.94012,1.4788,-3.387,-1.6693
0.33022,-1.5943,3.3531,-0.15416,0.70742
-0.6205,1.2449,4.074,-0.24161,-1.4808
-1.1887,0.89741,-1.3003,-0.99593,-0.035425
-1.2123,3.4201,-0.72747,-1.0317,-0.35304
0.6422,4.3797,4.6147,2.2362,-0.17807
3.3137,0.11151,2.9681,4.4062,2.3107
0.62918,1.0517,-1.0522,0.37155,2.7343
0.44096,0.68346,-0.92038,-3.0019,0.54787
-0.9422,-0.95013,-0.27785,0.043769,-1.694
-0.66268,-1.739,1.4062,-0.2826,-0.88156
1.1825,-2.737,-3.4612,-2.5779,-0.71547
4.3573,-0.99507,-2.7717,-1.0945,1.0712
3.1358,2.0897,-1.0589,0.022619,0.77981
2.4852,-0.53975,-3.0322,-1.5575,-0.10947
-2.2834,-2.5368,-3.6471,-2.616,-0.54433
-0.19369,-2.2718,1.2175,1.8869,5.2265
0.70687,-1.7566,-0.88082,0.11888,-0.010215
-1.6393,2.1042,-2.1953,-0.73769,-3.1321
-2.1894,2.5741,-1.3549,0.79532,1.7572
-2.4479,-0.048755,-1.2777,1.038,0.41014
-1.7582,-3.0899,5.1745,2.5156,0.15102
-0.39789,-1.9483,2.1,4.0066,3.3352
0.1545,-0.035554,-1.626,0.97711,0.69125
-2.248,0.40181,-1.3301,0.99212,-1.6032
1.1778,0.58369,-1.9901,-0.70632,-3.9336
2.079,-0.31943,3.3823,1.0569,-3.5513
-3.8005,0.84197,0.86481,0.21164,-1.4252
-0.31237,1.87,-2.8378,-0.05532,-1.2965
0.2686,5.4087,-0.98697,2.3995,0.176
-1.6686,1.8984,3.5008,1.3188,-0.68607
-0.93445,-3.124,4.1547,2.2716,-0.060528
-0.2493,-1.8546,-1.2368,-1.4235,2.1979
4.5522,0.985,-5.2437,-0.84855,-0.074433
5.1548,1.7536,-0.24931,3.2314,2.5514
-0.932,0.91171,-1.3827,-2.5904,-2.1395
-3.2672,0.062719,-0.71217,-3.5293,-2.3019
-2.9996,3.0703,0.071398,-1.6365,-1.5063
-1.8143,4.2509,2.119,-1.219,1.0119
0.037694,-1.0921,-2.1566,-0.94448,-0.73488
2.6376,-1.1951,-0.056725,3.0352,2.1391
5.1397,-1.4303,4.1608,2.298,2.8686
3.4935,-0.40229,2.0298,-1.5665,-0.28891
3.2591,-1.7474,-3.214,-3.0445,1.6393
-0.31495,-0.086868,-1.1669,-4.7922,-1.3594
-5.5156,-0.70281,-1.7472,-1.9387,-0.62295
-3.3258,-1.9622,-2.6048,-1.9721,-0.95308
-0.30977,-2.8463,1.1822,1.5778,3.8901
-1.6205,-1.5576,2.4523,0.057512,4.1237
2.3399,1.9422,-1.0824,0.22988,1.4275
-0.45373,-0.23756,-2.1057,2.3769,-2.9307
-2.6762,-1.1194,0.19459,-1.0729,-2.7624
-0.23524,1.7103,0.97127,-2.5313,-4.1409
-0.21371,-1.0359,-0.95478,2.4681,-0.94659
-0.59294,0.98233,1.5228,0.51456,-1.0353
0.78824,-1.5178,5.6931,-1.1139,-0.34848
0.3363,1.7628,5.6053,1.8603,1.223
-1.0208,5.9197,1.3924,1.9949,0.8303
0.77009,4.8525,-0.037207,3.0202,0.45616
-0.98252,2.4485,-1.4897,-0.99736,4.7017
3.0426,-2.1119,-4.2713,-4.0571,2.2954
3.1882,-0.78734,-1.4884,-1.8371,-2.8771
-1.1214,-2.6744,-1.0986,2.1424,0.23691
-0.44533,-3.0862,-0.27405,4.1742,0.68721
4.9741,-1.0729,0.070763,-1.7792,-2.159
0.98217,-0.528,-0.64773,-3.2039,-3.9086
-3.7748,0.32438,-1.1834,-3.7195,-1.8848
-0.01717,-1.8693,-0.5424,0.88959,0.4327
0.40536,-2.2911,-1.6502,1.327,0.098343
0.87386,-0.6888,-1.0891,-1.8591,3.7891
-0.30615,-3.9861,-1.5528,-0.93474,3.1366
-0.31152,0.16346,0.4096,-0.44165,1.6374
4.358,0.85876,2.7519,-0.71113,2.6748
3.1693,2.2372,0.99883,2.92,0.51206
0.13684,0.65861,4.6342,5.0121,-0.88219
-3.4085,0.48204,2.4686,2.8312,-1.1739
-0.74557,-1.4951,3.0436,3.5832,-0.73532
-0.57069,0.65814,0.038947,2.4023,0.29419
-1.5548,0.83614,-3.2123,0.46754,1.223
-0.14937,0.57514,-2.9969,0.68003,1.5965
-0.68878,0.079175,-0.89336,0.61553,-1.5534
-2.1884,-0.94717,3.8597,-3.4101,-4.9686
0.69812,2.4821,1.5497,-1.4895,-4.5683
3.2504,1.0814,-2.5307,-2.5428,-1.2663
0.0032349,3.3774,-2.5199,-4.4045,-2.6934
-4.9986,3.3794,3.0642,-2.0151,-1.0105
-2.7461,-1.1958,-0.19568,-2.6577,-0.88046
-0.60576,-1.9941,-3.3979,-1.6373,-0.78362
-0.81758,0.96956,-0.25688,-0.00013059,3.401
3.7427,0.78306,1.0947,-0.021129,1.8718
1.8704,0.056324,0.99419,1.5192,2.5843
-1.1213,-2.2437,-0.7895,3.9085,-1.7207
-4.5218,0.31603,-2.0829,0.89312,0.18075
-0.59973,3.8971,3.4461,-1.2184,-1.8568
-0.73549,2.3314,0.5564,-3.8387,-2.902
-1.5054,-4.3118,-4.0105,0.43885,-2.1897
-2.1314,-1.5531,-1.0565,-2.6008,0.03535
-0.7045,-1.4038,-0.25144,-1.3484,3.9069
1.5213,1.5836,0.1082,0.62362,0.10478
2.0553,0.83867,-1.051,-1.1357,-2.266
1.8134,-2.174,-1.2083,0.40037,-0.90647
-0.5926,-0.38678,-0.23683,-0.83186,1.275
0.33081,-4.3494,-1.6586,1.6085,5.9025
0.58849,-2.4653,0.75421,6.7255,5.9705
1.2227,-0.49676,-0.95237,0.96073,3.6317
0.36471,-1.6349,0.39015,0.41179,1.833
2.3311,-1.2176,5.1412,2.7634,2.4361
1.5105,0.32223,1.9951,0.92963,-2.0494
-1.032,2.9411,-0.28471,4.7625,-3.5635
-0.36203,2.3755,-0.52217,1.9152,3.2417
0.20138,1.8522,3.5913,3.8204,2.3893
1.2583,0.99014,0.81541,2.3833,-2.9296
0.81144,-1.2083,-1.1221,-1.6451,-3.0435
0.13827,-3.3023,-1.1088,0.72417,-1.5094
0.70001,-1.4138,-2.36,1.4441,0.7169
0.26126,-1.893,-0.03382,-3.1124,-3.1573
4.7211,0.47897,-0.73871,-4.7631,0.30761
3.6409,2.7827,-1.3618,-1.6256,2.6451
-1.8957,1.1578,-0.13672,1.4731,-1.0907
-3.7118,0.28558,-0.17996,-2.5745,-8.1086
-1.4434,2.5222,0.17619,-1.9442,-2.0622
0.67828,0.25645,4.0579,1.2965,1.5136
2.8816,1.987,3.6479,1.0846,2.5071
1.6017,1.5307,2.0647,-1.3405,0.56752
2.6808,0.58256,-1.5787,-3.6262,-1.2274
0.70978,-1.0186,0.59985,-3.0454,-0.59071
2.3021,-0.19675,-0.32968,-2.714,0.91803
-0.95279,-0.99248,-1.55,-2.3916,2.716
-3.4547,-0.45848,-2.621,-0.74197,-0.096722
-5.8332,-3.337,-1.0487,-0.85595,-0.22007
-4.5238,-2.5956,-3.2649,-1.9196,-1.162
-1.1511,1.8774,-0.49891,3.3233,0.043679
-2.5765,3.0629,0.086838,2.8435,2.1984
-2.6604,1.3337,0.34267,4.2708,1.4393
-2.8724,1.3063,-0.99252,0.74666,-2.7869
-2.3322,-3.7655,-2.3138,-2.709,-1.9426
1.1199,-3.1435,2.5151,-0.71781,4.3795
1.3661,-1.9407,6.3692,0.89397,2.0437
-3.81,-3.0833,2.4025,-0.033442,-3.5014
0.89939,0.94724,-2.4287,3.5206,-0.16647
-1.408,0.85032,1.8567,2.5544,2.8322
-1.8221,-1.1847,2.0237,0.10678,-2.1798
-0.33119,1.7136,0.088452,-1.1762,-0.97223
0.37111,-0.34768,-2.7032,-3.3399,-1.083
0.56159,-0.82445,-5.8468,1.9456,1.7525
0.17502,-0.78691,0.07383,1.5241,1.3924
2.3056,-0.022589,-1.6974,1.1344,0.22377
2.4936,3.0879,-3.2428,-1.4169,-1.4881
0.64507,1.6162,2.0352,-1.6788,-1.2644
1.7169,0.91406,-1.4697,-2.5934,0.10346
6.4538,5.3156,-0.8319,-2.4014,1.5958
5.8659,3.0625,2.102,1.1804,4.5151
0.057358,1.8385,-0.14008,2.5566,3.7217
-3.1895,0.22353,0.54297,0.48758,-0.27779
-0.67464,-3.364,-4.3884,-3.6791,-5.3295
-0.048569,-1.6411,-4.1754,-3.187,-3.4263
0.10242,0.38543,0.36353,-1.0427,-0.20808
-0.54007,-0.53321,0.87077,0.47059,-0.65034
0.73982,-0.54444,-0.55571,-0.25262,-1.3381
6.2131,0.88207,-0.31952,2.2331,1.2001
1.7362,1.7001,1.1082,4.9146,1.922
-2.8183,0.70856,3.685,3.3448,1.5804
-2.8379,-0.77788,0.86347,3.4438,4.1635
-1.3887,-1.699,0.66412,1.1072,2.7153
2.7472,1.4808,0.70185,1.5608,-1.8878
0.71115,1.0612,1.2167,0.73424,-0.91111
-1.9821,-2.3635,1.2461,-3.349,-4.1014
-0.77675,-2.1749,0.59789,-5.1019,-3.2854
-1.4406,0.46042,0.44221,-2.1169,-1.4806
-1.2068,1.4811,1.962,-1.8124,-1.9928
0.27637,2.3993,2.0836,0.37568,-0.052414
-0.93987,-1.9327,0.22622,-0.33425,-1.9235
1.7188,0.31736,0.60669,-0.54926,-1.8992
5.2043,3.5294,2.4246,-1.5158,1.4236
2.2864,0.48258,1.2535,0.94491,1.6089
-1.1609,-1.6773,-0.60679,-0.62162,1.5689
4.0538,-0.9281,2.7859,1.8409,3.3533
0.72205,-1.5283,4.4057,2.9085,2.3914
-2.8774,1.8908,5.5951,4.4276,4.0327
2.1411,3.4267,4.4656,2.602,2.5558
2.1722,-1.8667,-1.2915,-2.4861,-2.7257
-0.48626,-1.3736,-6.3212,-2.882,-1.5368
-1.5163,-2.7443,-4.5164,-1.5801,-0.66946
-5.3573,-3.6337,-1.8755,-1.6001,1.3111
-4.7233,-1.8938,-3.626,-0.04737,-2.4362
-2.5553,-3.5094,-3.1488,-2.5597,-2.5022
-3.9571,-1.2231,-3.5645,-1.1683,0.64526
-3.8063,-1.4765,-1.3728,2.7971,0.3218
-2.241,-0.72002,-1.9326,1.0147,-2.6064
-0.95392,-1.5238,-1.4261,-1.6134,-3.3295
-1.4849,-0.48349,-0.14236,-0.31278,-0.96162
0.003674,-0.57356,-0.28136,0.25105,-1.3527
-0.57484,-1.4847,0.15486,0.18763,3.81
-1.9539,-0.17909,0.5373,-0.10112,2.8527
-0.19344,0.14612,-0.56737,1.3574,1.1606
-0.18078,0.45857,4.4254,1.4738,-0.26953
-1.427,0.31297,1.9599,5.0294,1.9812
0.26581,2.3081,-1.7447,2.575,-0.54346
0.83817,1.8768,-0.40361,-2.3528,-5.6969
3.1316,0.78662,-2.1242,1.0745,-2.1158
4.9289,2.8236,1.015,-0.95726,3.5671
5.5478,3.4265,-1.0029,-0.080556,4.9648
-1.4481,4.5365,0.68064,-1.388,-1.7408
-2.5661,4.9356,5.7073,2.7213,-3.2359
-0.30386,0.40237,4.2992,2.4681,1.1936
2.0599,2.5994,1.7479,3.3728,-0.65016
0.38632,2.9186,-2.2244,-4.1192,-2.7196
-0.79012,1.3605,-3.6288,-3.9936,3.1215
1.9785,-1.742,-1.7733,-0.9648,1.6097
2.6925,0.50185,2.334,1.6585,2.4202
5.2756,0.22412,1.5081,2.6641,1.513
5.5206,-2.5302,0.053597,1.3293,-0.24783
-2.0279,-5.5994,1.0602,1.4107,-1.9575
0.060446,-0.010699,-3.2487,-0.7662,1.121
-1.8209,1.1492,-3.8324,-4.297,1.5597
3.7493,-1.9193,-1.1861,-4.3073,-1.593
